Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
SB-ASI-P0384	HUMAN_PARAMETER	Cross-modal memory binding	CON-013	HUMAN	SEG-02	CON-013	384	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	385	PRESERVED	“Cross-modal memory binding” is a distinct operational function inside “Multisensory Integration”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Produces one coherent experience from multiple incomplete and sometimes conflicting signals. Scope: Sight-sound binding, touch-vision binding, timing alignment, source matching, sensory conflict resolution, cross-modal prediction Main filters/modulators: Timing, reliability of each sense, attention, context, prior belief, sensory impairment
SB-ASI-P0385	HUMAN_PARAMETER	Emotional cross-modal congruence	CON-013	HUMAN	SEG-02	CON-013	385	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	386	PRESERVED	“Emotional cross-modal congruence” is a distinct operational function inside “Multisensory Integration”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Produces one coherent experience from multiple incomplete and sometimes conflicting signals. Scope: Sight-sound binding, touch-vision binding, timing alignment, source matching, sensory conflict resolution, cross-modal prediction Main filters/modulators: Timing, reliability of each sense, attention, context, prior belief, sensory impairment
SB-ASI-P0386	HUMAN_PARAMETER	Spatial ventriloquism	CON-013	HUMAN	SEG-02	CON-013	386	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	387	PRESERVED	“Spatial ventriloquism” is a distinct operational function inside “Multisensory Integration”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Produces one coherent experience from multiple incomplete and sometimes conflicting signals. Scope: Sight-sound binding, touch-vision binding, timing alignment, source matching, sensory conflict resolution, cross-modal prediction Main filters/modulators: Timing, reliability of each sense, attention, context, prior belief, sensory impairment
SB-ASI-P0387	HUMAN_PARAMETER	Temporal ventriloquism	CON-013	HUMAN	SEG-02	CON-013	387	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	388	PRESERVED	“Temporal ventriloquism” is a distinct operational function inside “Multisensory Integration”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Produces one coherent experience from multiple incomplete and sometimes conflicting signals. Scope: Sight-sound binding, touch-vision binding, timing alignment, source matching, sensory conflict resolution, cross-modal prediction Main filters/modulators: Timing, reliability of each sense, attention, context, prior belief, sensory impairment
SB-ASI-P0388	HUMAN_PARAMETER	Multisensory object formation	CON-013	HUMAN	SEG-02	CON-013	388	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	389	PRESERVED	“Multisensory object formation” is a distinct operational function inside “Multisensory Integration”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Produces one coherent experience from multiple incomplete and sometimes conflicting signals. Scope: Sight-sound binding, touch-vision binding, timing alignment, source matching, sensory conflict resolution, cross-modal prediction Main filters/modulators: Timing, reliability of each sense, attention, context, prior belief, sensory impairment
SB-ASI-P0389	HUMAN_PARAMETER	Bottom-up salience	CON-014	HUMAN	SEG-02	CON-014	389	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	390	PRESERVED	“Bottom-up salience” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0390	HUMAN_PARAMETER	Top-down relevance	CON-014	HUMAN	SEG-02	CON-014	390	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	391	PRESERVED	“Top-down relevance” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0391	HUMAN_PARAMETER	Novelty detection	CON-014	HUMAN	SEG-02	CON-014	391	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	392	PRESERVED	“Novelty detection” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0392	HUMAN_PARAMETER	Threat capture	CON-014	HUMAN	SEG-02	CON-014	392	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	393	PRESERVED	“Threat capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0393	HUMAN_PARAMETER	Reward capture	CON-014	HUMAN	SEG-02	CON-014	393	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	394	PRESERVED	“Reward capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0394	HUMAN_PARAMETER	Sudden-onset capture	CON-014	HUMAN	SEG-02	CON-014	394	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	395	PRESERVED	“Sudden-onset capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0395	HUMAN_PARAMETER	Motion capture	CON-014	HUMAN	SEG-02	CON-014	395	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	396	PRESERVED	“Motion capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0396	HUMAN_PARAMETER	Loud/bright capture	CON-014	HUMAN	SEG-02	CON-014	396	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	397	PRESERVED	“Loud/bright capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0397	HUMAN_PARAMETER	Name/self-relevant capture	CON-014	HUMAN	SEG-02	CON-014	397	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	398	PRESERVED	“Name/self-relevant capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0398	HUMAN_PARAMETER	Emotional-stimulus capture	CON-014	HUMAN	SEG-02	CON-014	398	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	399	PRESERVED	“Emotional-stimulus capture” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0399	HUMAN_PARAMETER	Change detection	CON-014	HUMAN	SEG-02	CON-014	399	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	400	PRESERVED	“Change detection” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
SB-ASI-P0400	HUMAN_PARAMETER	Oddball detection	CON-014	HUMAN	SEG-02	CON-014	400	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	401	PRESERVED	“Oddball detection” is a distinct operational function inside “Salience and Orienting”. It is reviewed as part of the segment “Perception and Body Representation”. Container purpose: Determines what receives priority before detailed reasoning begins. Scope: Novelty detection, threat capture, reward capture, name detection, change detection, relevance assignment, attentional reorientation Main filters/modulators: Personal goals, fear, reward history, trauma, novelty, social meaning, current task
